text,sentiment,sentiment_encoded,processed_text
Missouri AG sues televangelist for advertising Silver Solution as a cure for coronavirus ,Positive,2,missouri ag sue televangelist advertising silver solution cure coronavirus
"President Trump: ""It will go away.  Just stay calm.  It will go away."" ",Positive,2,president trump go away stay calm go away
You actually need to stock pile on food first before you can actually use all that toilet paper.   But you have you eat it before you need to use the toilet.  Only then will you have the need for toilet paper #toiletpaper #covid19 #coronavirus #idiots,Neutral,1,actually need stock pile food first actually use toilet paper eat need use toilet need toilet paper toiletpaper covid coronavirus idiot
"We (@hamiltonpoverty) are calling on Canadian Federal Government ?? to provide #BasicIncome 'Well-being and Stimulus Payments' during current COVID-19 situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. #CdnPoli ",Positive,2,hamiltonpoverty calling canadian federal government provide basicincome wellbeing stimulus payment current covid situation basic income even interim could help keep people healthy revive consumer confidence spending cdnpoli
"Solid advice for seniors, their family members &amp; those of who have #complexhealth care needs.@CDC: Older #Americans should consider stocking up on food, medications &amp; avoid venturing out as #coronavirus spreads ",Positive,2,solid advice senior family member amp complexhealth care needscdc older american consider stocking food medication amp avoid venturing coronavirus spread
"Local media in Naples reported that Seria A football players Callejon, Llorente and Ospinta were among the people queuing outside a supermarket last night to stock up on food during the #coronavirus emergency.",Negative,0,local medium naples reported seria football player callejon llorente ospinta among people queuing outside supermarket last night stock food coronavirus emergency
"Reminder: a State of Emergency is in effect statewide due to #Coronavirus.

Californians are protected from illegal price gouging on housing, gas, food, and other essential supplies. ",Negative,0,reminder state emergency effect statewide due coronavirus californian protected illegal price gouging housing gas food essential supply
"Just thinking if we have to close schools, how many children may lose access to main source of meals.  And what will happen to demand at food banks. #trusselltrust #coronavirus #foodbanks #poverty #uk ",Negative,0,thinking close school many child may lose access main source meal happen demand food bank trusselltrust coronavirus foodbanks poverty uk
"@realDonaldTrump What can you do about #COVID2019? 

- dont go out sick
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching",Negative,0,realdonaldtrump covid dont go sick wash hand call ahead wear mask doctor stock food medicine work home keep social distance hand sanitizer surface avoid touching
"As I appear to be absolutely no good at stock piling/panic buying  food goods and toilet rolls for the #coronavirus I'm moving on to something I'm good at buying ?

Tin whistles and Apple Watch bands.

Better than toilet rolls ? ",Positive,2,appear absolutely good stock pilingpanic buying food good toilet roll coronavirus im moving something im good buying tin whistle apple watch band better toilet roll
"Pretty good chance that your waiter/waitress, grocery/department store clerk, or Uber/Taxi driver, doesn't have health insurance or paid sick leave. 

Also a pretty good chance that these people come in contact with #COVID19 #coronavirus 

Still think Bernie's radical? Good luck.",Positive,2,pretty good chance waiterwaitress grocerydepartment store clerk ubertaxi driver doesnt health insurance paid sick leave also pretty good chance people come contact covid coronavirus still think bernies radical good luck
"I dont understand the run on toilet paper. 

You would think that youd stock up on food first. Without food, you wont need the toilet paper. #coronavirus",Negative,0,dont understand run toilet paper would think youd stock food first without food wont need toilet paper coronavirus
So the govt is trying to boost spending to save the economy but what about the several retail staff I witnessed yesterday - in the one store - continuously coughing over merchandise?? And elsewhere?? #bigW #eastgardens   #Coronavirus #stimulus #auspol,Positive,2,govt trying boost spending save economy several retail staff witnessed yesterday one store continuously coughing merchandise elsewhere bigw eastgardens coronavirus stimulus auspol
"We've been lied to about COVID-19. Find out why you need to stock up on Food &amp; Water before all cities are quarantined.
",Negative,0,weve lied covid find need stock food amp water city quarantined
"Metro Manila Lock Down will cause shortage of food supply, hoarding of stuffs, less fortunate families will not be able to stock up, and a lot more. Oh Lord, we pray for covid-19 to end before everything boils down to worst.",Negative,0,metro manila lock cause shortage food supply hoarding stuff less fortunate family able stock lot oh lord pray covid end everything boil worst
"Hey guysss! We have a very important message to all our friends, family &amp; viewers out there. Be aware of Corona Virus and follow these procedures to help keep you and your family safe.

#aadyasitara? #aadya #sitara #coronavírus #coronaaleart #covid_19 #staysafe #sanitizer #covid ",Positive,2,hey guysss important message friend family amp viewer aware corona virus follow procedure help keep family safe aadyasitara aadya sitara coronavrus coronaaleart covid staysafe sanitizer covid
"Low gas prices could hurt economy as #Toronto drivers take advantage:

",Negative,0,low gas price could hurt economy toronto driver take advantage
"Due to the #coronavirus my 80 year old grandma has been going through her cabinets to round up supplies...

So here I present to you a bottle of hydrogen peroxide that expired in July 2001 ",Neutral,1,due coronavirus year old grandma going cabinet round supply present bottle hydrogen peroxide expired july
How the fuck am I safer from #coronavirus on a train or at a gas station or at a grocery store or gym than at #sxsw or a ballgame or a amusement park? Either put guys with gas masks and guns on the streets or let us live our lives,Positive,2,fuck safer coronavirus train gas station grocery store gym sxsw ballgame amusement park either put guy gas mask gun street let u live life
One of the BEAUTIFUL things about working at home and having a strictly online small business? Covid-19 isnt transmittable through email. So keep shopping!  ,Positive,2,one beautiful thing working home strictly online small business covid isnt transmittable email keep shopping
